id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_il_6m,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount
59119662,,6000.0,6000.0,6000.0, 36 months, 10.99%,196.41,B,B4,Informatics Pharmacist,4 years,MORTGAGE,97000.0,Not Verified,Sep-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59119662,,home_improvement,Home improvement,161xx,PA,23.83,0.0,Aug-1997,740.0,744.0,2.0,,,6.0,0.0,14107.0,48.5%,40.0,f,0.0,0.0,6638.37000056,6638.37,6000.0,638.37,0.0,0.0,0.0,Oct-2016,4285.11,,Jul-2017,814.0,810.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,409076.0,,,,,,,,,,,,29100.0,,,,5.0,68179.0,14993.0,48.5,0.0,0.0,210.0,216.0,3.0,3.0,1.0,3.0,,0.0,,0.0,3.0,3.0,3.0,10.0,27.0,3.0,12.0,3.0,6.0,0.0,0.0,0.0,3.0,100.0,33.3,0.0,0.0,467732.0,183744.0,29100.0,179532.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59312219,,15000.0,15000.0,15000.0, 36 months, 13.33%,507.8,C,C3,MANAGER,7 years,OWN,79600.0,Source Verified,Sep-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59312219,,debt_consolidation,Debt consolidation,196xx,PA,8.89,3.0,May-1997,665.0,669.0,2.0,10.0,76.0,17.0,1.0,18043.0,38.6%,28.0,f,6550.29,6550.29,11160.49,11160.49,8449.71,2710.78,0.0,0.0,0.0,Jul-2017,507.8,Aug-2017,Jul-2017,689.0,685.0,1.0,13.0,1.0,INDIVIDUAL,,,,0.0,0.0,329325.0,,,,,,,,,,,,46800.0,,,,13.0,19372.0,20022.0,39.0,0.0,0.0,143.0,219.0,11.0,11.0,1.0,11.0,,0.0,10.0,2.0,5.0,8.0,8.0,8.0,8.0,15.0,17.0,8.0,17.0,0.0,0.0,2.0,3.0,88.9,25.0,0.0,0.0,380165.0,20895.0,32800.0,10365.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59301851,,10000.0,10000.0,10000.0, 36 months, 12.69%,335.45,C,C2,Ultrasound technologist,6 years,RENT,105000.0,Verified,Aug-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59301851,,other,Other,070xx,NJ,12.29,0.0,Mar-2002,660.0,664.0,0.0,,,12.0,0.0,29164.0,93.5%,32.0,w,4345.67,4345.67,7390.74,7390.74,5654.33,1736.41,0.0,0.0,0.0,Jul-2017,335.45,Aug-2017,Jul-2017,624.0,620.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,45838.0,,,,,,,,,,,,31200.0,,,,6.0,3820.0,1036.0,96.6,0.0,0.0,143.0,161.0,11.0,11.0,0.0,11.0,,9.0,,0.0,7.0,7.0,10.0,16.0,9.0,11.0,23.0,7.0,12.0,0.0,0.0,0.0,1.0,100.0,70.0,0.0,0.0,51059.0,45838.0,30200.0,19859.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59271155,,8000.0,8000.0,8000.0, 36 months, 10.99%,261.88,B,B4,ENGINEER,5 years,MORTGAGE,102000.0,Source Verified,Aug-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59271155,,debt_consolidation,Debt consolidation,801xx,CO,19.71,0.0,May-1995,710.0,714.0,2.0,,,22.0,0.0,31941.0,41.5%,35.0,f,3426.02,3426.02,5756.48,5756.48,4573.98,1182.5,0.0,0.0,0.0,Jul-2017,261.88,Aug-2017,Jul-2017,674.0,670.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,254563.0,,,,,,,,,,,,77000.0,,,,5.0,11571.0,20788.0,51.0,0.0,0.0,243.0,164.0,4.0,4.0,2.0,4.0,,4.0,,1.0,5.0,10.0,8.0,14.0,6.0,19.0,27.0,10.0,22.0,0.0,0.0,0.0,2.0,97.1,25.0,0.0,0.0,322359.0,60891.0,42400.0,35359.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
58290484,,6000.0,6000.0,6000.0, 36 months, 11.53%,197.95,B,B5,,n/a,MORTGAGE,40000.0,Verified,Sep-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=58290484,,home_improvement,Home improvement,071xx,NJ,22.89,0.0,Feb-1990,660.0,664.0,1.0,46.0,,22.0,0.0,17584.0,57.8%,25.0,w,2581.11,2581.11,4351.06,4351.06,3418.89,932.17,0.0,0.0,0.0,Jul-2017,197.95,Aug-2017,Jul-2017,649.0,645.0,0.0,,1.0,INDIVIDUAL,,,,0.0,430.0,43300.0,,,,,,,,,,,,30400.0,,,,3.0,2062.0,472.0,92.6,0.0,0.0,92.0,122.0,9.0,9.0,1.0,28.0,46.0,2.0,46.0,0.0,4.0,19.0,4.0,6.0,1.0,21.0,23.0,19.0,22.0,0.0,0.0,0.0,2.0,96.0,100.0,0.0,0.0,105136.0,17584.0,6400.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59311382,,28000.0,28000.0,28000.0, 36 months,  9.99%,903.35,B,B3,Human Resource Manager,2 years,OWN,56650.0,Not Verified,Sep-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59311382,,debt_consolidation,Debt consolidation,320xx,FL,17.93,0.0,Mar-1997,715.0,719.0,0.0,,,12.0,0.0,28305.0,48.7%,22.0,w,11898.56,11898.56,19901.28,19901.28,16101.44,3799.84,0.0,0.0,0.0,Jul-2017,903.35,Aug-2017,Jul-2017,619.0,615.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,29876.0,,,,,,,,,,,,58100.0,,,,0.0,2716.0,19838.0,51.6,0.0,0.0,107.0,221.0,39.0,39.0,1.0,39.0,,,,0.0,5.0,7.0,7.0,10.0,2.0,11.0,19.0,7.0,12.0,0.0,0.0,0.0,0.0,100.0,57.1,0.0,0.0,65470.0,29876.0,41000.0,7370.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59221874,,14400.0,14400.0,14400.0, 60 months,  9.99%,305.89,B,B3,Director of Operations,8 years,MORTGAGE,36000.0,Not Verified,Aug-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59221874,,debt_consolidation,Debt consolidation,774xx,TX,7.93,0.0,Aug-2003,705.0,709.0,0.0,28.0,,6.0,0.0,10434.0,55.8%,10.0,w,9929.41,9929.41,6713.6,6713.6,4470.59,2243.01,0.0,0.0,0.0,Jul-2017,305.89,Aug-2017,Jul-2017,799.0,795.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,141226.0,,,,,,,,,,,,18700.0,,,,3.0,28245.0,8266.0,55.8,0.0,0.0,144.0,126.0,5.0,5.0,1.0,5.0,28.0,7.0,28.0,0.0,3.0,3.0,4.0,4.0,3.0,5.0,6.0,3.0,6.0,0.0,0.0,0.0,3.0,90.0,0.0,0.0,0.0,150975.0,10434.0,18700.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59312195,,9500.0,9500.0,9500.0, 36 months, 16.55%,336.58,D,D2,Pharmacy Technician,10+ years,MORTGAGE,28000.0,Verified,Sep-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59312195,,debt_consolidation,Debt consolidation,640xx,MO,24.97,0.0,Oct-2004,670.0,674.0,1.0,78.0,,8.0,0.0,8406.0,76.4%,15.0,w,0.0,0.0,4058.7,4058.7,2662.69,1396.01,0.0,0.0,0.0,Sep-2016,336.58,,May-2017,499.0,0.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,95622.0,,,,,,,,,,,,11000.0,,,,1.0,11953.0,0.0,101.2,0.0,0.0,130.0,127.0,7.0,7.0,2.0,33.0,,3.0,78.0,0.0,3.0,5.0,3.0,5.0,3.0,6.0,10.0,5.0,8.0,0.0,0.0,0.0,1.0,93.3,100.0,0.0,0.0,114476.0,22810.0,5000.0,20676.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59272104,,10000.0,10000.0,10000.0, 36 months,  9.17%,318.79,B,B2,Quality Control Analyst,1 year,OWN,56000.0,Source Verified,Aug-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59272104,,credit_card,Credit card refinancing,951xx,CA,10.22,0.0,Feb-2010,660.0,664.0,0.0,,,9.0,0.0,11446.0,78.4%,10.0,w,4217.33,4217.33,7003.19,7003.19,5782.67,1220.52,0.0,0.0,0.0,Jul-2017,318.79,Aug-2017,Jul-2017,639.0,635.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,25916.0,,,,,,,,,,,,14600.0,,,,4.0,2880.0,2407.0,80.7,0.0,0.0,46.0,66.0,2.0,2.0,0.0,2.0,,12.0,,0.0,7.0,8.0,7.0,7.0,1.0,8.0,9.0,8.0,9.0,0.0,0.0,0.0,2.0,100.0,71.4,0.0,0.0,30097.0,25916.0,12500.0,15497.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59122091,,1800.0,1800.0,1800.0, 36 months, 17.57%,64.69,D,D4,i,6 years,MORTGAGE,75000.0,Not Verified,Sep-2015,Late (31-120 days),n,https://lendingclub.com/browse/loanDetail.action?loan_id=59122091,,vacation,Vacation,190xx,PA,37.41,1.0,Jan-1983,675.0,679.0,1.0,16.0,,13.0,0.0,33146.0,78.7%,34.0,w,899.06,899.06,1304.41,1304.41,900.94,403.47,0.0,0.0,0.0,May-2017,64.69,Aug-2017,Jul-2017,589.0,585.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,306471.0,,,,,,,,,,,,42100.0,,,,9.0,25539.0,5754.0,73.5,0.0,0.0,168.0,391.0,9.0,1.0,6.0,13.0,16.0,3.0,16.0,0.0,3.0,5.0,5.0,16.0,8.0,8.0,19.0,5.0,13.0,0.0,0.0,0.0,2.0,79.4,50.0,0.0,0.0,348606.0,101019.0,21700.0,93312.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59072244,,17000.0,17000.0,17000.0, 36 months,  9.99%,548.47,B,B3,Business Development Manager,2 years,RENT,125000.0,Verified,Sep-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59072244,,debt_consolidation,Debt consolidation,980xx,WA,12.92,3.0,Oct-1999,665.0,669.0,0.0,9.0,,10.0,0.0,36552.0,63.5%,21.0,w,7219.42,7219.42,12056.9,12056.9,9780.58,2276.32,0.0,0.0,0.0,Jul-2017,548.47,Aug-2017,Jul-2017,649.0,645.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,58612.0,,,,,,,,,,,,57600.0,,,,1.0,5861.0,214.0,99.4,0.0,0.0,158.0,190.0,47.0,14.0,4.0,47.0,,13.0,9.0,0.0,5.0,7.0,5.0,7.0,3.0,9.0,14.0,7.0,10.0,0.0,0.0,0.0,0.0,85.7,100.0,0.0,0.0,83281.0,58612.0,33100.0,25681.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59171999,,19175.0,19175.0,19175.0, 60 months, 20.99%,518.65,E,E5,Lot supervisor,10+ years,MORTGAGE,60000.0,Source Verified,Sep-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59171999,,credit_card,Credit card refinancing,088xx,NJ,25.36,0.0,Oct-2004,700.0,704.0,0.0,28.0,,10.0,0.0,14904.0,81.4%,27.0,w,0.0,0.0,19798.1,19798.1,19175.0,623.1,0.0,0.0,0.0,Oct-2015,19820.46,,Jul-2017,704.0,700.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,260682.0,,,,,,,,,,,,18300.0,,,,5.0,26068.0,239.0,96.9,0.0,0.0,111.0,130.0,17.0,9.0,2.0,17.0,28.0,9.0,28.0,0.0,3.0,6.0,3.0,10.0,11.0,7.0,14.0,6.0,10.0,0.0,0.0,0.0,1.0,96.3,100.0,0.0,0.0,286841.0,31350.0,7800.0,24817.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59241946,,10800.0,10800.0,10800.0, 60 months, 13.99%,251.25,C,C4,Teacher,10+ years,RENT,58000.0,Source Verified,Sep-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59241946,,debt_consolidation,Debt consolidation,179xx,PA,20.13,0.0,Jun-2002,665.0,669.0,0.0,44.0,,12.0,0.0,8432.0,46.1%,24.0,w,7677.22,7677.22,5519.11,5519.11,3122.78,2396.33,0.0,0.0,0.0,Jul-2017,251.25,Aug-2017,Jul-2017,619.0,615.0,0.0,44.0,1.0,INDIVIDUAL,,,,0.0,0.0,56652.0,,,,,,,,,,,,18300.0,,,,5.0,5150.0,141.0,90.6,0.0,0.0,134.0,158.0,4.0,4.0,0.0,33.0,59.0,8.0,46.0,4.0,1.0,7.0,1.0,6.0,7.0,10.0,16.0,7.0,12.0,0.0,0.0,0.0,3.0,73.9,100.0,0.0,0.0,65606.0,56652.0,1500.0,47306.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59221799,,12600.0,12600.0,12600.0, 60 months, 17.57%,317.02,D,D4,Legal Assistant,9 years,MORTGAGE,50000.0,Not Verified,Aug-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59221799,,debt_consolidation,Debt consolidation,288xx,NC,11.09,0.0,Nov-1984,670.0,674.0,0.0,29.0,,8.0,0.0,9343.0,75.3%,23.0,w,0.0,0.0,14891.74,14891.74,12600.0,2291.74,0.0,0.0,0.0,Oct-2016,11081.36,,Jul-2017,699.0,695.0,0.0,60.0,1.0,INDIVIDUAL,,,,0.0,0.0,144100.0,,,,,,,,,,,,12400.0,,,,3.0,24017.0,135.0,97.3,0.0,0.0,91.0,369.0,5.0,5.0,3.0,5.0,53.0,10.0,53.0,2.0,1.0,4.0,3.0,10.0,2.0,6.0,18.0,4.0,7.0,0.0,0.0,0.0,3.0,73.9,100.0,0.0,0.0,163940.0,11200.0,5000.0,8540.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59312174,,17700.0,17700.0,17700.0, 36 months, 17.86%,638.66,D,D5,Coordinator,10+ years,MORTGAGE,50000.0,Verified,Aug-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59312174,,debt_consolidation,Debt consolidation,495xx,MI,20.84,0.0,May-2001,665.0,669.0,1.0,48.0,,13.0,0.0,10141.0,63%,20.0,w,8017.45,8017.45,14015.4,14015.4,9682.55,4332.85,0.0,0.0,0.0,Jul-2017,638.66,Aug-2017,Jul-2017,694.0,690.0,0.0,,1.0,INDIVIDUAL,,,,0.0,288.0,112665.0,,,,,,,,,,,,16100.0,,,,7.0,10242.0,1717.0,84.1,0.0,0.0,138.0,171.0,11.0,8.0,2.0,11.0,,1.0,48.0,1.0,4.0,5.0,4.0,4.0,6.0,9.0,11.0,5.0,13.0,0.0,0.0,0.0,3.0,85.0,75.0,0.0,0.0,128580.0,32526.0,10800.0,26936.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
57873565,,13200.0,13200.0,13200.0, 36 months,  9.17%,420.81,B,B2,Asst Principal,10+ years,MORTGAGE,65000.0,Source Verified,Sep-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=57873565,,credit_card,Credit card refinancing,371xx,TN,26.2,0.0,Feb-2004,705.0,709.0,1.0,56.0,,10.0,0.0,24516.0,93.9%,18.0,w,0.0,0.0,14579.0471717,14579.05,13200.0,1379.05,0.0,0.0,0.0,Feb-2017,7868.39,,Mar-2017,724.0,720.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,284382.0,,,,,,,,,,,,26100.0,,,,1.0,28438.0,1584.0,93.9,0.0,0.0,138.0,133.0,10.0,10.0,2.0,40.0,,0.0,,0.0,3.0,3.0,3.0,8.0,7.0,3.0,9.0,3.0,10.0,0.0,0.0,0.0,1.0,94.4,66.7,0.0,0.0,313967.0,70568.0,26100.0,62745.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59080814,,16200.0,16200.0,16200.0, 60 months, 13.99%,376.87,C,C4,Sales,10+ years,OWN,120000.0,Not Verified,Sep-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59080814,,credit_card,Credit card refinancing,335xx,FL,19.14,0.0,Jun-2002,710.0,714.0,0.0,59.0,,11.0,0.0,30680.0,33.5%,31.0,w,0.0,0.0,17167.41,17167.41,16200.0,967.41,0.0,0.0,0.0,Jan-2016,15967.55,,Feb-2016,729.0,725.0,0.0,59.0,1.0,INDIVIDUAL,,,,0.0,0.0,433894.0,,,,,,,,,,,,91500.0,,,,8.0,39445.0,57888.0,32.8,0.0,0.0,114.0,158.0,9.0,4.0,3.0,9.0,,5.0,,2.0,2.0,3.0,6.0,13.0,7.0,8.0,21.0,3.0,11.0,0.0,0.0,0.0,5.0,93.5,16.7,0.0,0.0,502192.0,91757.0,86100.0,68742.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59082081,,15000.0,15000.0,15000.0, 36 months,  9.99%,483.94,B,B3,product manager,10+ years,RENT,48000.0,Source Verified,Sep-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59082081,,debt_consolidation,Debt consolidation,170xx,PA,14.59,0.0,Oct-1994,685.0,689.0,1.0,35.0,,10.0,0.0,18743.0,82.9%,21.0,w,6370.18,6370.18,10638.36,10638.36,8629.82,2008.54,0.0,0.0,0.0,Jul-2017,483.94,Aug-2017,Jul-2017,709.0,705.0,0.0,35.0,1.0,INDIVIDUAL,,,,0.0,0.0,18743.0,,,,,,,,,,,,22600.0,,,,7.0,2083.0,2693.0,87.0,0.0,0.0,198.0,250.0,8.0,8.0,0.0,8.0,35.0,1.0,35.0,3.0,6.0,7.0,8.0,17.0,2.0,9.0,18.0,7.0,10.0,0.0,0.0,0.0,3.0,81.0,62.5,0.0,0.0,22600.0,18743.0,20700.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59101518,,6300.0,6300.0,6300.0, 36 months, 12.69%,211.34,C,C2,Tower Tech,5 years,RENT,55000.0,Source Verified,Sep-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59101518,,debt_consolidation,Debt consolidation,371xx,TN,16.56,0.0,Nov-2009,665.0,669.0,0.0,,,4.0,0.0,4788.0,90.3%,5.0,w,2736.47,2736.47,4638.38,4638.38,3563.53,1074.85,0.0,0.0,0.0,Jul-2017,211.34,Aug-2017,Jul-2017,619.0,615.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,30877.0,,,,,,,,,,,,5300.0,,,,3.0,7719.0,512.0,90.3,0.0,0.0,69.0,35.0,23.0,13.0,0.0,23.0,,9.0,,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,38340.0,30877.0,5300.0,33040.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59101834,,11200.0,11200.0,11200.0, 36 months, 14.65%,386.34,C,C5,Registered nurse,10+ years,MORTGAGE,95000.0,Source Verified,Sep-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59101834,,debt_consolidation,Debt consolidation,601xx,IL,22.32,0.0,Feb-2001,660.0,664.0,1.0,56.0,,9.0,0.0,6601.0,71.7%,35.0,f,4943.97,4943.97,8531.38,8531.38,6256.03,2275.35,0.0,0.0,0.0,Jul-2017,386.34,Aug-2017,Jul-2017,689.0,685.0,0.0,56.0,1.0,INDIVIDUAL,,,,0.0,0.0,235585.0,,,,,,,,,,,,9200.0,,,,6.0,26176.0,1104.0,85.3,0.0,0.0,171.0,174.0,1.0,1.0,3.0,10.0,56.0,1.0,56.0,3.0,3.0,4.0,3.0,12.0,7.0,6.0,25.0,4.0,9.0,0.0,0.0,0.0,3.0,91.4,100.0,0.0,0.0,262655.0,50635.0,7500.0,60044.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59101899,,30000.0,30000.0,30000.0, 60 months, 15.61%,723.34,D,D1,,n/a,MORTGAGE,73000.0,Verified,Sep-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59101899,,debt_consolidation,Debt consolidation,207xx,MD,14.22,0.0,Mar-1993,755.0,759.0,3.0,48.0,,11.0,0.0,15804.0,20.8%,27.0,f,0.0,0.0,34419.5300057,34419.53,30000.0,4419.53,0.0,0.0,0.0,Sep-2016,26527.83,,Oct-2016,794.0,790.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,122840.0,,,,,,,,,,,,75900.0,,,,5.0,13649.0,36086.0,25.0,0.0,0.0,148.0,269.0,3.0,3.0,5.0,47.0,48.0,3.0,48.0,0.0,3.0,4.0,3.0,9.0,5.0,9.0,17.0,4.0,11.0,0.0,0.0,0.0,4.0,96.3,0.0,0.0,0.0,212900.0,30738.0,48100.0,20000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59101903,,7500.0,7500.0,7500.0, 36 months, 12.29%,250.15,C,C1,Cabinet Maker/Owner manager,10+ years,MORTGAGE,38000.0,Source Verified,Sep-2015,Late (31-120 days),n,https://lendingclub.com/browse/loanDetail.action?loan_id=59101903,,home_improvement,Home improvement,857xx,AZ,19.77,4.0,Jul-1989,660.0,664.0,0.0,4.0,,10.0,0.0,8417.0,50.4%,18.0,w,4032.71,4032.71,4745.18,4745.18,3467.29,1262.89,15.0,0.0,0.0,Jul-2017,60.0,Aug-2017,Jul-2017,614.0,610.0,0.0,,1.0,INDIVIDUAL,,,,0.0,425.0,163294.0,,,,,,,,,,,,16700.0,,,,4.0,16329.0,6483.0,56.5,0.0,0.0,76.0,313.0,12.0,11.0,3.0,12.0,,7.0,,0.0,7.0,7.0,7.0,8.0,3.0,8.0,11.0,7.0,10.0,0.0,0.0,0.0,2.0,75.0,28.6,0.0,0.0,188900.0,23796.0,14900.0,16905.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59162018,,30000.0,30000.0,30000.0, 36 months, 11.53%,989.71,B,B5,"BSN, RN",8 years,OWN,130000.0,Source Verified,Sep-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59162018,,credit_card,Credit card refinancing,109xx,NY,22.23,1.0,Apr-2004,700.0,704.0,0.0,21.0,,18.0,0.0,11613.0,41.5%,26.0,f,12906.52,12906.52,21791.11,21791.11,17093.48,4697.63,0.0,0.0,0.0,Jul-2017,989.71,Aug-2017,Jul-2017,694.0,690.0,0.0,21.0,1.0,INDIVIDUAL,,,,0.0,0.0,527358.0,,,,,,,,,,,,28000.0,,,,3.0,29298.0,1980.0,72.1,0.0,0.0,136.0,101.0,15.0,12.0,1.0,75.0,,,46.0,1.0,3.0,7.0,3.0,4.0,8.0,11.0,17.0,7.0,18.0,0.0,0.0,1.0,1.0,92.0,66.7,0.0,0.0,704303.0,98023.0,7100.0,142047.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59182213,,35000.0,35000.0,35000.0, 60 months, 14.65%,826.24,C,C5,IG,5 years,MORTGAGE,170000.0,Source Verified,Aug-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59182213,,debt_consolidation,Debt consolidation,781xx,TX,19.55,0.0,Jul-1999,720.0,724.0,1.0,,,15.0,0.0,40129.0,58.4%,32.0,w,0.0,0.0,40822.7800052,40822.78,35000.0,5822.78,0.0,0.0,0.0,Nov-2016,30081.67,,Jan-2017,694.0,690.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,245972.0,,,,,,,,,,,,68700.0,,,,6.0,17569.0,19971.0,66.8,0.0,0.0,160.0,193.0,8.0,8.0,5.0,40.0,,0.0,,0.0,3.0,3.0,6.0,7.0,11.0,11.0,16.0,3.0,15.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,329074.0,87407.0,60100.0,87499.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
59192096,,28000.0,28000.0,28000.0, 36 months,  5.32%,843.22,A,A1,Vice President,10+ years,MORTGAGE,250000.0,Source Verified,Sep-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59192096,,debt_consolidation,Debt consolidation,926xx,CA,15.6,0.0,Sep-1993,725.0,729.0,0.0,,,15.0,0.0,160099.0,72.7%,21.0,w,0.0,0.0,29124.34,29124.34,28000.0,1124.34,0.0,0.0,0.0,Jul-2016,21556.05,,Sep-2016,784.0,780.0,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,865682.0,,,,,,,,,,,,197800.0,,,,3.0,61834.0,12552.0,88.5,0.0,0.0,140.0,263.0,14.0,14.0,2.0,16.0,,17.0,,0.0,5.0,8.0,6.0,7.0,4.0,13.0,15.0,8.0,15.0,0.0,0.0,0.0,0.0,100.0,83.3,0.0,0.0,931703.0,164333.0,109500.0,14903.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
